	clusters	baseline_props	mean_props_Control	mean_props_Ischaemic	p_values	comb	ctrl	ischaemic	adjusted_p_values	-log10(adjusted-p-value)	correct
30	Neuronal	0.013884214069336924	0.009785043467503583	0.0009280487515124815	0.11761097627428557	['CK158', 'CK365']	CK158	CK365	0.28398747929644563	0.546700807109061	True
31	Pericyte	0.06356904623481534	0.06088292107572372	0.062213388345734616	0.4901827696659343	['CK158', 'CK365']	CK158	CK365	0.6777981835841173	0.16889959935295118	True
32	Vsmcs	0.015689544383586794	0.009663156295035422	0.03374935273588511	0.13170321604572355	['CK158', 'CK365']	CK158	CK365	0.3104432949649198	0.5080177157219525	True
33	Adipocyte	0.0035504481589147285	8.368200836820082e-05	0.0036781382069076217	0.09262662710122742	['CK158', 'CK371']	CK158	CK371	0.235129130333885	0.6286935624550274	True
34	Cardiomyocyte	0.34533975290697677	0.33990439316965104	0.07850236559082305	2.162642662076916e-06	['CK158', 'CK371']	CK158	CK371	5.512047572101631e-05	4.258687042876179	True
35	Cycling cells	0.007267441860465116	0.007499937735456005	0.09273180635426675	1.3156639200725303e-05	['CK158', 'CK371']	CK158	CK371	0.000173667637449574	3.7602811037551778	True
36	Endothelial	0.17310895106589147	0.16769857251440007	0.17763593420103246	0.4751814671557297	['CK158', 'CK371']	CK158	CK371	0.6777981835841173	0.16889959935295118	True
37	Fibroblast	0.24237675629844962	0.26106504507741063	0.2951981869382695	0.3067773206860718	['CK158', 'CK371']	CK158	CK371	0.6014050445132892	0.2208329334102647	True
38	Lymphoid	0.02715449370155039	0.011094353927863933	0.04115050381730028	0.013125457280575507	['CK158', 'CK371']	CK158	CK371	0.05529447960753086	1.257318224855533	True
39	Mast	0.003800266472868217	0.002597091963636521	0.004380879545043456	0.5169284991884849	['CK158', 'CK371']	CK158	CK371	0.6777981835841173	0.16889959935295118	True
40	Myeloid	0.10626362645348837	0.1153592617791054	0.25587246586464857	0.0003707405193294943	['CK158', 'CK371']	CK158	CK371	0.0026216651009728525	2.5814227871268107	True
41	Neuronal	0.013800569282945737	0.012314484516186965	0.0023292088804042935	0.056410682095297635	['CK158', 'CK371']	CK158	CK371	0.16923204628589292	0.7715173942088538	True
42	Pericyte	0.062325884205426355	0.058898194828427376	0.029486429723773466	0.050209331113029304	['CK158', 'CK371']	CK158	CK371	0.1553351181309344	0.8087303479655228	True
43	Vsmcs	0.015011809593023256	0.010521692156252132	0.01130329097369211	0.5169284991884849	['CK158', 'CK371']	CK158	CK371	0.6777981835841173	0.16889959935295118	True
44	Adipocyte	0.003490183857899657	0.0	0.0003100775193798449	0.7730368725316002	['CK158', 'CK376']	CK158	CK376	0.7761310355082052	0.11006494988364146	True
45	Cardiomyocyte	0.35243845434714866	0.34341676034282975	0.015712485778732084	2.5067730438652433e-06	['CK158', 'CK376']	CK158	CK376	5.512047572101631e-05	4.258687042876179	True
46	Cycling cells	0.004643191025241508	0.00640398743965698	0.08271600600874106	0.005563257617661818	['CK158', 'CK376']	CK158	CK376	0.026866463617000975	1.570789495185636	True
47	Endothelial	0.17333281396073544	0.16593371739495466	0.2063322117233839	0.4075239552814837	['CK158', 'CK376']	CK158	CK376	0.6777981835841173	0.16889959935295118	True
48	Fibroblast	0.2411421003427859	0.2609481886927981	0.3178479775025968	0.3745141556215915	['CK158', 'CK376']	CK158	CK376	0.6680522775952714	0.17518955102325845	True
49	Lymphoid	0.026651604861327515	0.009594197288864834	0.02871089680458862	0.37152475264655904	['CK158', 'CK376']	CK158	CK376	0.6680522775952714	0.17518955102325845	True
50	Mast	0.003716110937986912	0.0016481330144858123	0.0008497230889399749	0.7039823111069545	['CK158', 'CK376']	CK158	CK376	0.7306173153482054	0.13631003939064054	True
51	Myeloid	0.10208787784356498	0.11258289681667745	0.271874096196807	0.009533458977445453	['CK158', 'CK376']	CK158	CK376	0.04194721950075999	1.3772968213787327	True
52	Neuronal	0.014163290744780305	0.010069672560556346	0.004897100039980028	0.5967983246212182	['CK158', 'CK376']	CK158	CK376	0.695094519264713	0.15795613583574525	True
53	Pericyte	0.06331411654721097	0.05543083286065466	0.03764115537909824	0.503350458043607	['CK158', 'CK376']	CK158	CK376	0.6777981835841173	0.16889959935295118	True
54	Vsmcs	0.015020255531318168	0.008148864093956293	0.004266483608691352	0.646537084369298	['CK158', 'CK376']	CK158	CK376	0.7033755093687967	0.15281275733149627	True
55	Adipocyte	0.0034322307196166957	0.000154619250096637	0.0	0.6829943370884518	['CK158', 'CK372']	CK158	CK372	0.7231704745642431	0.14075931344472747	True
56	Cardiomyocyte	0.35160785036395464	0.3368396137489005	0.18126614065334026	0.0008489881450257893	['CK158', 'CK372']	CK158	CK372	0.005253114147347071	2.279583162108685	True
57	Cycling cells	0.005298074265180135	0.006604833720901135	0.06305087575675655	0.0008383336445543783	['CK158', 'CK372']	CK158	CK372	0.005253114147347071	2.279583162108685	True
58	Endothelial	0.17465984827543843	0.16769521603128773	0.2425416999895143	0.07606873059785194	['CK158', 'CK372']	CK158	CK372	0.20733889204919076	0.6833192265211492	True
59	Fibroblast	0.24093184680119167	0.2662306117404896	0.2654039476845546	0.5674852074620387	['CK158', 'CK372']	CK158	CK372	0.685134579740754	0.16422411245200208	True
60	Lymphoid	0.026513406431401456	0.010416861132634028	0.022260113300428958	0.31827288428039074	['CK158', 'CK372']	CK158	CK372	0.6178238341913468	0.209135341651078	True
61	Mast	0.0037316870911268773	0.002156279344638554	0.00337240606700148	0.6713984749646829	['CK158', 'CK372']	CK158	CK372	0.7185778272594984	0.14352618769832304	True
62	Myeloid	0.10132375072944501	0.11551125865267403	0.1396077843031172	0.4556032600623082	['CK158', 'CK372']	CK158	CK372	0.6777981835841173	0.16889959935295118	False
63	Neuronal	0.01399766577597592	0.010511703460228767	0.0034541683943759617	0.4378300348196109	['CK158', 'CK372']	CK158	CK372	0.6777981835841173	0.16889959935295118	True
64	Pericyte	0.06353082097116004	0.06040839718739013	0.06058931479907676	0.6206374209572105	['CK158', 'CK372']	CK158	CK372	0.6971554054790712	0.15667040092775422	True
65	Vsmcs	0.014972818575509075	0.00851571080131544	0.008056555147590279	0.6267356675518923	['CK158', 'CK372']	CK158	CK372	0.6971554054790712	0.15667040092775422	True
66	Adipocyte	0.0034472354227955042	0.0004314880320631572	0.0003668146574077587	0.7078725249926491	['CK358', 'CK361']	CK358	CK361	0.7306173153482054	0.13631003939064054	True
67	Cardiomyocyte	0.34916647808704837	0.3634776131243294	0.16510403011980457	4.879936220470245e-05	['CK358', 'CK361']	CK358	CK361	0.00048311368582655426	3.315950659481469	True
68	Cycling cells	0.007188655050162179	0.00200538191611189	0.08627425159826661	2.783862410152339e-06	['CK358', 'CK361']	CK358	CK361	5.512047572101631e-05	4.258687042876179	True
69	Endothelial	0.17141132986346835	0.17937502456861185	0.12352803705191359	0.047175094447976004	['CK358', 'CK361']	CK358	CK361	0.15312571640490572	0.8149518664222035	True
70	Fibroblast	0.24434638304292072	0.28632319235588155	0.2944701830914568	0.4564271960148399	['CK358', 'CK361']	CK358	CK361	0.6777981835841173	0.16889959935295118	True
71	Lymphoid	0.02722335369993211	0.012713750977501773	0.033727985756617035	0.04827089298485905	['CK358', 'CK361']	CK358	CK361	0.1541554324355176	0.8120411661356717	True
72	Mast	0.0038093082899600212	0.004451364929197497	0.0008061314627175889	0.2433629380322867	['CK358', 'CK361']	CK358	CK361	0.5299147199646033	0.2757940164913118	True
73	Myeloid	0.10129742777400619	0.06083554610252911	0.22170390121763633	3.626558793932602e-05	['CK358', 'CK361']	CK358	CK361	0.00037867788578583884	3.421730056277664	True
74	Neuronal	0.014482914686580674	0.017070565083117856	0.006923531139590534	0.15948638939957566	['CK358', 'CK361']	CK358	CK361	0.36718959419902303	0.4351096347855504	True
75	Pericyte	0.06276684015991552	0.05678018278046413	0.05207370914439575	0.5247354852072539	['CK358', 'CK361']	CK358	CK361	0.6777981835841173	0.16889959935295118	True
76	Vsmcs	0.01486007392321038	0.010125052945297874	0.007126624023829902	0.4885892279542915	['CK358', 'CK361']	CK358	CK361	0.6777981835841173	0.16889959935295118	True
77	Adipocyte	0.0035576001533448344	0.00040611180303470136	0.0022547599039560526	0.5370705250919414	['CK358', 'CK363']	CK358	CK363	0.6777981835841173	0.16889959935295118	True
78	Cardiomyocyte	0.35585968947671076	0.3585607712225535	0.28713552334795717	0.24522390582360504	['CK358', 'CK363']	CK358	CK363	0.5299147199646033	0.2757940164913118	False
79	Cycling cells	0.0038259536131876556	0.0018137732631882564	0.01888399836387669	0.08286055618373736	['CK358', 'CK363']	CK358	CK363	0.22089816839022505	0.6558078851304486	False
80	Endothelial	0.17349434540923903	0.17852740085534752	0.1665930592134991	0.5370705250919414	['CK358', 'CK363']	CK358	CK363	0.6777981835841173	0.16889959935295118	True
81	Fibroblast	0.24568909334866781	0.2898257079775623	0.36362369396199634	0.12358586459657903	['CK358', 'CK363']	CK358	CK363	0.2948192914472608	0.5304441019019437	True
82	Lymphoid	0.026574659766149127	0.011982547273895524	0.01776308899975114	0.583788915621374	['CK358', 'CK363']	CK358	CK363	0.695094519264713	0.15795613583574525	True
83	Mast	0.003818286371477861	0.003949323422237848	0.00010684711856343415	0.18035955769547174	['CK358', 'CK363']	CK358	CK363	0.4058090048148114	0.39167832029431016	True
84	Myeloid	0.09422273337166955	0.05779320443514453	0.05223764663030961	0.6071716101009155	['CK358', 'CK363']	CK358	CK363	0.6971554054790712	0.15667040092775422	False
85	Neuronal	0.014552424765190723	0.016411795121680197	0.005264319057690692	0.2609750714363258	['CK358', 'CK363']	CK358	CK363	0.5403159835916076	0.26735218500020386	True
86	Pericyte	0.06317040444700019	0.055751698106831775	0.05799996689850698	0.5660728223500558	['CK358', 'CK363']	CK358	CK363	0.685134579740754	0.16422411245200208	True
87	Vsmcs	0.015234809277362468	0.010228535465928819	0.015208552991208223	0.5408692576075279	['CK358', 'CK363']	CK358	CK363	0.6777981835841173	0.16889959935295118	True
88	Adipocyte	0.003502815310990083	0.00038595240715646686	0.0004825153128768554	0.733303261760424	['CK358', 'CK365']	CK358	CK365	0.7484229166420823	0.12585292291063657	True
89	Cardiomyocyte	0.3482151773300251	0.3646641529085154	0.00951172057219678	9.495122545993215e-09	['CK358', 'CK365']	CK358	CK365	9.400171320533282e-07	6.026864231199852	True
90	Cycling cells	0.0041787972131109765	0.0017723167520738367	0.033161336632711175	0.0024949173012508395	['CK358', 'CK365']	CK358	CK365	0.012999832253885955	1.8860622516686798	True
91	Endothelial	0.17309745661809328	0.17647272404418923	0.15033984665126282	0.3462299895874008	['CK358', 'CK365']	CK358	CK365	0.6462761286097102	0.18958188524171196	True
92	Fibroblast	0.24369915732710612	0.28236853398594197	0.29977109730700446	0.4455028483031567	['CK358', 'CK365']	CK358	CK365	0.6777981835841173	0.16889959935295118	True
93	Lymphoid	0.02857559858965594	0.012247472719689354	0.08759726014627306	0.00039235963694957945	['CK358', 'CK365']	CK358	CK365	0.0026788692453798874	2.5720484836280093	False
94	Mast	0.004263294950876088	0.004201437679724325	0.013483206780201314	0.2464590730312742	['CK358', 'CK365']	CK358	CK365	0.5299147199646033	0.2757940164913118	True
95	Myeloid	0.10098247824183253	0.06070060808217623	0.2902796284684963	3.633777691884312e-05	['CK358', 'CK365']	CK358	CK365	0.00037867788578583884	3.421730056277664	True
96	Neuronal	0.014433749932785891	0.016911804060787364	0.0010068359794556051	0.024662820831678003	['CK358', 'CK365']	CK358	CK365	0.09766477049344488	1.0102620661631065	True
97	Pericyte	0.06328880558606863	0.056969353678467956	0.06203642232043224	0.44010644283508604	['CK358', 'CK365']	CK358	CK365	0.6777981835841173	0.16889959935295118	True
98	Vsmcs	0.015762668899455375	0.009273282601230039	0.03403680412987732	0.07224941554927998	['CK358', 'CK365']	CK358	CK365	0.20148428561630194	0.6957588201742775	True
99	Adipocyte	0.003610712032412792	0.0005503057145583297	0.0033934243143775673	0.26197138598380976	['CK358', 'CK371']	CK358	CK371	0.5403159835916076	0.26735218500020386	True
100	Cardiomyocyte	0.34734289601909496	0.36468710553945893	0.08149514786141418	4.5720250266900705e-06	['CK358', 'CK371']	CK358	CK371	7.543841294038615e-05	4.122407456782961	True
101	Cycling cells	0.00680334161896726	0.002023999540246741	0.09168395512253699	1.283503418996224e-06	['CK358', 'CK371']	CK358	CK371	5.082673539225047e-05	4.293907784191906	True
102	Endothelial	0.17386908698395323	0.17887989736340265	0.17427855675308979	0.4822748418523817	['CK358', 'CK371']	CK358	CK371	0.6777981835841173	0.16889959935295118	True
103	Fibroblast	0.24397771240488625	0.28078015727701355	0.2927971072748744	0.45447603910730444	['CK358', 'CK371']	CK358	CK371	0.6777981835841173	0.16889959935295118	True
104	Lymphoid	0.027319787462087523	0.012177011816600171	0.037457142005741434	0.031205291788048088	['CK358', 'CK371']	CK358	CK371	0.11882014950064464	0.9251099055255314	True
105	Mast	0.0039831854841774796	0.004223935924927143	0.004407775779104771	0.6348250324508298	['CK358', 'CK371']	CK358	CK371	0.6983075356959128	0.15595327130067957	True
106	Myeloid	0.10162444033963497	0.0636588951221741	0.25731065205920417	1.2238015236506017e-05	['CK358', 'CK371']	CK358	CK371	0.00017308050120201367	3.7617518558528276	True
107	Neuronal	0.01434402864244829	0.017365825552675948	0.002230256805021245	0.029693962437353186	['CK358', 'CK371']	CK358	CK371	0.11528244240384178	0.9382368310206233	True
108	Pericyte	0.06204343496537517	0.056682493342257056	0.030079127768532672	0.0624337703035613	['CK358', 'CK371']	CK358	CK371	0.17915777565369764	0.7467643382083823	True
109	Vsmcs	0.01508137404696206	0.010116197398574164	0.010687480545746881	0.5140942784130191	['CK358', 'CK371']	CK358	CK371	0.6777981835841173	0.16889959935295118	True
110	Adipocyte	0.0035519531830664154	0.00024266844044689838	0.00032952148811252587	0.7761310355082052	['CK358', 'CK376']	CK358	CK376	0.7761310355082052	0.11006494988364146	True
111	Cardiomyocyte	0.3545303050454947	0.35773603049320213	0.016378659482243856	2.476636600579396e-06	['CK358', 'CK376']	CK358	CK376	5.512047572101631e-05	4.258687042876179	True
112	Cycling cells	0.004154376960811159	0.0015242817526319135	0.0849842841747982	0.0010594187656310528	['CK358', 'CK376']	CK358	CK376	0.006356512593786317	2.1967810882304493	True
113	Endothelial	0.17411611913908165	0.1690096964858251	0.21612874436890764	0.41603739373741533	['CK358', 'CK376']	CK358	CK376	0.6777981835841173	0.16889959935295118	True
114	Fibroblast	0.24278460611655728	0.28422231925742103	0.3234573707917924	0.4661623924099656	['CK358', 'CK376']	CK358	CK376	0.6777981835841173	0.16889959935295118	True
115	Lymphoid	0.026819593637779013	0.009948630929991157	0.02503746573873023	0.39828560695849957	['CK358', 'CK376']	CK358	CK376	0.6777981835841173	0.16889959935295118	True
116	Mast	0.003904019027202954	0.003661994261645735	0.0008781763649917808	0.5886366398185505	['CK358', 'CK376']	CK358	CK376	0.695094519264713	0.15795613583574525	True
117	Myeloid	0.09729535194848886	0.059542230166516455	0.2700360318661423	0.0012411636646831163	['CK358', 'CK376']	CK358	CK376	0.007227953106095795	2.140984673741141	True
118	Neuronal	0.014724175970332584	0.01441702568230473	0.004548113718553412	0.34428503656138953	['CK358', 'CK376']	CK358	CK376	0.6462761286097102	0.18958188524171196	True
119	Pericyte	0.06302760978586573	0.052304422125528584	0.033131580701377894	0.46617245342628005	['CK358', 'CK376']	CK358	CK376	0.6777981835841173	0.16889959935295118	True
120	Vsmcs	0.015091889185319637	0.008782216694414384	0.003299681661043161	0.5105219897043066	['CK358', 'CK376']	CK358	CK376	0.6777981835841173	0.16889959935295118	True
121	Adipocyte	0.0034928639170965278	0.00040824041654108925	0.0	0.5622037457331921	['CK358', 'CK372']	CK358	CK372	0.685134579740754	0.16422411245200208	True
122	Cardiomyocyte	0.3536659650096767	0.36100985976944183	0.18325753319416338	0.005472738179865882	['CK358', 'CK372']	CK358	CK372	0.026866463617000975	1.570789495185636	True
123	Cycling cells	0.004819072733300949	0.0016638715269214237	0.06309959264381187	0.00011129169112443499	['CK358', 'CK372']	CK358	CK372	0.0009181564517765886	3.0370833096985472	True
124	Endothelial	0.1754373790412744	0.16960929920655227	0.23958278288785567	0.1777227037923925	['CK358', 'CK372']	CK358	CK372	0.40447236035510015	0.393111150579251	True
125	Fibroblast	0.24254971355431673	0.28744730082302095	0.2648009828886661	0.5595742419216256	['CK358', 'CK372']	CK358	CK372	0.685134579740754	0.16422411245200208	True
126	Lymphoid	0.026678386651554056	0.011969620936544445	0.02163145780672495	0.4573312275398309	['CK358', 'CK372']	CK358	CK372	0.6777981835841173	0.16889959935295118	True
127	Mast	0.003916942317627011	0.004483851385479705	0.002545946812483042	0.595208785011124	['CK358', 'CK372']	CK358	CK372	0.695094519264713	0.15795613583574525	True
128	Myeloid	0.09659734912447086	0.05467762326169406	0.13740966365869006	0.013089080334854536	['CK358', 'CK372']	CK358	CK372	0.05529447960753086	1.257318224855533	False
129	Neuronal	0.014549744396382226	0.016974419072386934	0.003656892430619365	0.10887741211711426	['CK358', 'CK372']	CK358	CK372	0.26614478517516815	0.5748820389476843	True
130	Pericyte	0.0632493658100283	0.054906803643188076	0.061077315496912025	0.534940556034278	['CK358', 'CK372']	CK358	CK372	0.6777981835841173	0.16889959935295118	True
131	Vsmcs	0.015043217444272243	0.008983448301924655	0.008835010800704191	0.6442333669208	['CK358', 'CK372']	CK358	CK372	0.7033755093687967	0.15281275733149627	True
132	Adipocyte	0.003458880733804232	0.00010612256847016856	0.00037541646710479825	0.7028814267484929	['CK374', 'CK361']	CK374	CK361	0.7306173153482054	0.13631003939064054	True
133	Cardiomyocyte	0.355313715114005	0.4599738201654283	0.16580266320795284	1.669221143326121e-06	['CK374', 'CK361']	CK374	CK361	5.508429772976199e-05	4.258972183021029	True
134	Cycling cells	0.007615673101258541	0.006651391837907252	0.08492109185887177	7.858264310543936e-06	['CK374', 'CK361']	CK374	CK361	0.00011968741026828455	3.9219515299492236	True
135	Endothelial	0.16814301819938798	0.1307507403859709	0.12118625039886728	0.45182841851432753	['CK374', 'CK361']	CK374	CK361	0.6777981835841173	0.16889959935295118	True
136	Fibroblast	0.23962910981754595	0.2230402904026253	0.2950660571578316	0.04998201461350864	['CK374', 'CK361']	CK374	CK361	0.1553351181309344	0.8087303479655228	True
137	Lymphoid	0.027571344208483846	0.014698697830629031	0.03630575718658703	0.04047508642039915	['CK374', 'CK361']	CK374	CK361	0.14310834127212557	0.8443350520342078	True
138	Mast	0.0035279049613080858	0.0009135406485167117	0.0009356966022536068	0.7048350389778888	['CK374', 'CK361']	CK374	CK361	0.7306173153482054	0.13631003939064054	True
139	Myeloid	0.10246263105016527	0.06788224759671369	0.22281002093628738	6.261999716904603e-05	['CK374', 'CK361']	CK374	CK361	0.0005459392234945178	3.26285570229546	True
140	Neuronal	0.013935224597166939	0.010390260544449527	0.00663296973604191	0.42895618845527916	['CK374', 'CK361']	CK374	CK361	0.6777981835841173	0.16889959935295118	True
141	Pericyte	0.06354063609660324	0.06733269908203263	0.050185413110935204	0.32628180269306306	['CK374', 'CK361']	CK374	CK361	0.6272213294488008	0.20257918134337238	True
142	Vsmcs	0.014801862120270882	0.00852805566267208	0.007323195762837752	0.6766198502585343	['CK374', 'CK361']	CK374	CK361	0.7202727438236011	0.1425030192521505	True
143	Adipocyte	0.003571317176632045	9.008910321480763e-05	0.0020493965900188907	0.34925023111736864	['CK374', 'CK363']	CK374	CK363	0.6462761286097102	0.18958188524171196	True
144	Cardiomyocyte	0.3622235738124201	0.4559856930326411	0.28519822543830253	0.002725151075344254	['CK374', 'CK363']	CK374	CK363	0.013835382382516984	1.8590088333194004	True
145	Cycling cells	0.004202925672935966	0.006565065249821792	0.019090631328576458	0.28000803936225926	['CK374', 'CK363']	CK374	CK363	0.571562801997189	0.24293604337483418	False
146	Endothelial	0.17020679330027136	0.12621653924573156	0.16388025802916906	0.25157567513471063	['CK374', 'CK363']	CK374	CK363	0.5299147199646033	0.2757940164913118	True
147	Fibroblast	0.2409157543432831	0.2233108278321881	0.3679494735840244	0.008514334733516142	['CK374', 'CK363']	CK374	CK363	0.03831450630082264	1.4166367661456567	False
148	Lymphoid	0.026917438632606594	0.013787159616926569	0.017850873626454322	0.6183217261476714	['CK374', 'CK363']	CK374	CK363	0.6971554054790712	0.15667040092775422	True
149	Mast	0.0035323289978478525	0.0007185430538693802	9.46320967356292e-05	0.6250004779336256	['CK374', 'CK363']	CK374	CK363	0.6971554054790712	0.15667040092775422	True
150	Myeloid	0.09528710894856679	0.06925011330390438	0.05115794366315368	0.5131882317692661	['CK374', 'CK363']	CK374	CK363	0.6777981835841173	0.16889959935295118	False
151	Neuronal	0.013996756183525156	0.010681523150348468	0.005098744659079283	0.4969684838942329	['CK374', 'CK363']	CK374	CK363	0.6777981835841173	0.16889959935295118	True
152	Pericyte	0.06396400611334643	0.06873768589005219	0.058892622056666316	0.5823193992108207	['CK374', 'CK363']	CK374	CK363	0.695094519264713	0.15795613583574525	True
153	Vsmcs	0.015181996818564612	0.008101916884387304	0.015868695550284764	0.44379755914239094	['CK374', 'CK363']	CK374	CK363	0.6777981835841173	0.16889959935295118	True
154	Adipocyte	0.003515625	7.349069315914117e-05	0.0004589485523828957	0.6129672382950664	['CK374', 'CK365']	CK374	CK365	0.6971554054790712	0.15667040092775422	True
155	Cardiomyocyte	0.3544609375	0.45552178366151164	0.010306889867101012	4.470685567050306e-09	['CK374', 'CK365']	CK374	CK365	8.851957422759605e-07	6.052960683663106	True
156	Cycling cells	0.0045625	0.006986220510645746	0.032542025350779324	0.04596130791311482	['CK374', 'CK365']	CK374	CK365	0.15312571640490572	0.8149518664222035	False
157	Endothelial	0.169796875	0.13028385834995318	0.15148030610493346	0.36000228483269264	['CK374', 'CK365']	CK374	CK365	0.6600041888599366	0.18045330810512686	True
158	Fibroblast	0.2388828125	0.2226718253728464	0.3035249545968724	0.07644312686662083	['CK374', 'CK365']	CK374	CK365	0.20733889204919076	0.6833192265211492	True
159	Lymphoid	0.028953125	0.012959235455930829	0.09028352046750748	0.0004952751765272362	['CK374', 'CK365']	CK374	CK365	0.003268816165079759	2.4856095030159655	False
160	Mast	0.003984375	0.0008774500161144679	0.014394530761012346	0.03370728159470605	['CK374', 'CK365']	CK374	CK365	0.12359336584725551	0.9080048403576759	True
161	Myeloid	0.1021640625	0.06675300003065221	0.2878000020406759	6.341718252714095e-05	['CK374', 'CK365']	CK374	CK365	0.0005459392234945178	3.26285570229546	True
